Price,Area,Bedrooms,Bathrooms,Floors,AccessWidth,FacadeWidth,LegalStatus,Furnishing,District,Province,Population,DistrictArea,CommuneCount,CommuneDensity,Distribute
8.0,35.0,3.0,3.0,5.0,3.5,4.0,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,0.33,6.578
5.5,35.0,4.0,4.0,5.0,3.5,5.0,yes,yes,bắc từ liêm,hà nội,340605.0,45.2,13.0,0.29,7.529
24.0,50.0,6.0,6.0,7.0,4.0,5.0,no,no,tây hồ,hà nội,160495.0,24.4,8.0,0.33,6.578
15.2,50.0,8.0,7.0,7.0,11.5,4.0,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,0.3,8.021
2.9,26.0,2.0,2.0,1.0,3.0,5.0,yes,no,quận 7,hồ chí minh,360155.0,35.7,10.0,0.28,10.088
2.9,26.0,2.0,2.0,1.0,3.0,5.0,yes,no,quận 7,hồ chí minh,360155.0,35.7,10.0,0.28,10.088
7.5,70.0,3.0,4.0,3.0,7.0,4.0,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
5.45,30.0,3.0,4.0,4.0,5.0,6.15,yes,no,hoài đức,hà nội,262978.0,85.0,20.0,0.24,3.094
8.5,34.0,4.0,5.0,6.0,5.0,5.0,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
8.5,34.0,4.0,5.0,6.0,4.0,5.0,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
7.5,30.0,2.0,2.0,3.0,3.5,4.3,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,1.41,24.119
9.9,115.0,3.0,3.0,1.0,8.0,4.1,yes,no,tân bình,hồ chí minh,474792.0,22.4,15.0,0.67,21.196
11.45,50.0,4.0,6.0,8.0,6.0,5.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
18.5,118.0,5.0,4.0,4.0,6.0,4.6,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,0.99,32.255
3.15,32.0,2.0,2.0,2.0,5.0,4.0,yes,yes,quận 12,hồ chí minh,620146.0,52.8,11.0,0.21,11.745
3.2,30.0,3.0,3.0,3.0,4.0,5.5,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,0.3,8.021
4.0,40.0,3.0,2.0,4.0,5.0,4.0,yes,yes,đông anh,hà nội,405749.0,185.6,24.0,0.13,2.186
15.9,71.0,4.0,3.0,3.0,6.0,4.0,yes,no,phú nhuận,hồ chí minh,163961.0,4.9,11.0,2.24,33.461
11.0,74.0,6.0,4.0,4.0,3.3,6.0,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
15.7,75.0,3.0,3.0,3.0,8.0,4.2,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,0.3,8.021
2.5,26.0,4.0,4.0,4.0,2.5,3.5,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
3.95,44.0,3.0,3.0,4.0,5.3,4.0,yes,yes,chương mỹ,hà nội,337326.0,237.4,30.0,0.13,1.421
6.66,30.0,3.0,4.0,5.0,4.0,4.65,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
17.5,50.0,4.0,4.0,5.0,5.0,5.2,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
5.9,90.0,5.0,3.0,3.0,5.5,5.0,yes,yes,liên chiểu,đà nẵng,166832.0,80.9,5.0,0.06,2.060
6.8,65.0,1.0,1.0,2.0,3.0,5.0,yes,yes,quận 4,hồ chí minh,175329.0,4.2,10.0,2.38,41.745
11.8,55.0,6.0,4.0,6.0,3.0,4.0,yes,no,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
13.6,48.0,4.0,4.0,5.0,3.0,4.5,yes,no,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
11.2,48.0,5.0,3.0,5.0,3.0,4.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
11.7,46.0,4.0,3.0,3.0,5.0,4.0,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,0.3,8.021
4.98,21.0,2.0,2.0,4.0,8.0,3.5,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
15.9,94.0,8.0,8.0,5.0,5.0,4.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,0.99,32.255
22.8,60.0,6.0,4.0,5.0,6.0,5.4,yes,no,ba đình,hà nội,221893.0,9.2,13.0,1.41,24.119
5.65,30.0,4.0,4.0,5.0,7.0,4.0,yes,no,thanh trì,hà nội,275745.0,63.5,16.0,0.25,4.342
9.86,72.0,5.0,5.0,4.0,5.0,4.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,0.61,34.360
6.95,30.0,4.0,3.0,4.0,2.0,3.2,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,1.41,24.119
22.8,60.0,6.0,4.0,5.0,6.0,5.4,yes,no,ba đình,hà nội,221893.0,9.2,13.0,1.41,24.119
15.9,94.0,8.0,8.0,5.0,5.0,4.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,0.99,32.255
5.65,30.0,4.0,4.0,5.0,7.0,4.0,yes,no,thanh trì,hà nội,275745.0,63.5,16.0,0.25,4.342
9.86,72.0,5.0,5.0,4.0,5.0,4.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,0.61,34.360
6.95,30.0,4.0,3.0,4.0,2.0,3.2,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,1.41,24.119
7.9,50.0,4.0,5.0,4.0,5.0,5.0,yes,no,phú nhuận,hồ chí minh,163961.0,4.9,11.0,2.24,33.461
6.25,33.0,4.0,3.0,4.0,1.5,3.5,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
8.8,42.0,5.0,3.0,5.0,3.5,3.8,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
11.0,53.0,7.0,7.0,5.0,13.0,5.0,yes,no,phú nhuận,hồ chí minh,163961.0,4.9,11.0,2.24,33.461
16.0,65.0,5.0,4.0,5.0,4.0,4.2,yes,no,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
12.75,46.0,4.0,4.0,7.0,4.5,4.1,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
11.4,57.0,4.0,3.0,4.0,4.0,3.75,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
7.9,33.0,3.0,4.0,6.0,3.5,3.6,yes,no,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
5.74,30.0,3.0,4.0,5.0,3.0,3.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
6.4,31.0,3.0,4.0,5.0,3.0,3.8,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
8.3,50.0,3.0,2.0,3.0,6.0,4.0,yes,yes,quận 10,hồ chí minh,234819.0,5.7,11.0,1.93,41.196
6.8,32.0,3.0,4.0,5.0,3.0,4.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
7.3,27.0,4.0,5.0,4.0,2.5,6.3,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,1.41,24.119
24.3,50.0,4.0,5.0,7.0,4.0,5.6,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,0.33,6.578
5.6,50.0,4.0,4.0,3.0,8.0,5.0,yes,yes,nhà bè,hồ chí minh,206837.0,100.4,7.0,0.07,2.060
9.6,35.0,3.0,4.0,5.0,5.0,3.5,yes,yes,bắc từ liêm,hà nội,340605.0,45.2,13.0,0.29,7.529
9.3,76.0,2.0,2.0,1.0,13.0,4.0,yes,no,tân phú,hồ chí minh,485348.0,16.1,11.0,0.68,30.146
4.3,76.0,2.0,1.0,2.0,5.0,4.0,yes,no,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
9.8,60.0,6.0,5.0,5.0,3.0,6.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,0.99,32.255
4.6,60.0,4.0,3.0,4.0,6.0,4.0,yes,yes,hải an,hải phòng,144256.0,97.6,8.0,0.08,1.477
7.38,30.0,5.0,6.0,4.0,2.0,4.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,0.99,32.255
1.76,100.0,4.0,3.0,2.0,10.0,5.0,yes,yes,cần giuộc,long an,214914.0,215.1,15.0,0.07,999
9.6,42.0,4.0,5.0,6.0,4.0,4.0,yes,no,thanh xuân,hà nội,293524.0,9.1,9.0,0.99,32.255
23.0,48.0,4.0,4.0,6.0,5.0,3.8,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,1.41,24.119
11.3,80.0,5.0,3.0,4.0,4.0,4.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
7.65,38.0,4.0,4.0,5.0,4.0,5.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
9.5,45.0,4.0,4.0,5.0,2.5,4.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,0.99,32.255
21.7,52.0,5.0,5.0,6.0,12.0,4.5,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
12.0,60.0,4.0,3.0,4.0,2.5,6.2,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,0.99,32.255
2.4,44.3,2.0,2.0,2.0,4.0,4.0,yes,yes,dĩ an,bình dương,403760.0,60.1,7.0,0.12,6.718
21.5,62.0,5.0,6.0,7.0,6.0,5.1,no,yes,tây hồ,hà nội,160495.0,24.4,8.0,0.33,6.578
12.65,71.5,7.0,5.0,5.0,3.5,3.5,yes,no,thanh xuân,hà nội,293524.0,9.1,9.0,0.99,32.255
10.7,45.0,5.0,4.0,5.0,2.8,5.5,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,0.33,6.578
4.35,64.0,3.0,3.0,2.0,8.0,4.0,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
5.15,80.0,3.0,2.0,2.0,5.0,4.0,yes,no,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
6.8,42.0,3.0,3.0,4.0,4.0,5.2,yes,yes,quận 4,hồ chí minh,175329.0,4.2,10.0,2.38,41.745
22.0,65.0,5.0,6.0,3.0,5.0,3.5,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
11.9,40.0,3.0,4.0,5.0,3.0,3.0,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
6.39,54.0,4.0,5.0,4.0,6.0,4.0,yes,yes,nhà bè,hồ chí minh,206837.0,100.4,7.0,0.07,2.060
8.0,55.0,4.0,3.0,3.0,3.0,3.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,0.99,32.255
10.2,50.0,5.0,4.0,6.0,6.0,6.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
24.5,66.0,5.0,5.0,6.0,7.0,5.5,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
16.0,110.0,6.0,6.0,3.0,10.0,5.2,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,0.28,10.088
14.8,40.6,6.0,4.0,5.0,10.0,3.94,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,0.99,32.255
4.95,22.0,3.0,3.0,5.0,2.0,4.0,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
