Price,Area,Bedrooms,Bathrooms,Floors,AccessWidth,FacadeWidth,LegalStatus,Furnishing,District,Province,Population,DistrictArea,CommuneCount,CommuneDensity,Distribute
3.35,40.0,3.0,3.0,4.0,5.0,3.2,yes,yes,hồng bàng,hải phòng,177820.0,39.7,10.0,0.25,4.471
3.9,45.0,2.0,2.0,2.0,4.0,4.0,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,0.28,10.088
5.4,30.0,3.0,3.0,5.0,3.0,4.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
4.6,40.0,5.0,3.0,4.0,3.0,4.0,yes,yes,hoài đức,hà nội,262978.0,85.0,20.0,0.24,3.094
4.55,40.8,2.0,2.0,2.0,3.0,4.0,no,no,quận 3,hồ chí minh,190375.0,4.9,10.0,2.04,38.852
3.25,42.0,7.0,7.0,4.0,2.0,4.6,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,0.99,32.255
4.6,33.0,4.0,4.0,5.0,5.0,3.8,yes,no,nam từ liêm,hà nội,269076.0,32.2,10.0,0.31,8.364
15.3,50.0,6.0,8.0,6.0,5.0,4.5,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
24.0,50.0,5.0,7.0,7.0,4.0,5.0,no,no,tây hồ,hà nội,160495.0,24.4,8.0,0.33,6.578
7.15,44.0,4.0,3.0,4.0,5.0,6.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,0.61,34.360
23.8,52.0,4.0,5.0,5.0,8.0,5.0,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,1.41,24.119
15.5,66.0,7.0,5.0,6.0,4.0,6.0,yes,no,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
6.8,52.0,4.0,4.0,4.0,3.0,5.0,yes,yes,bắc từ liêm,hà nội,340605.0,45.2,13.0,0.29,7.529
3.3,51.0,4.0,4.0,4.0,2.7,3.5,yes,yes,chương mỹ,hà nội,337326.0,237.4,30.0,0.13,1.421
16.1,68.0,6.0,5.0,5.0,3.0,4.5,yes,no,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
5.7,60.0,4.0,3.0,3.0,8.0,4.0,no,no,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
4.9,121.3,2.0,2.0,1.0,4.0,5.0,yes,yes,ninh kiều,cần thơ,280494.0,29.2,8.0,0.27,9.606
3.95,54.0,2.0,2.0,2.0,12.0,5.0,yes,yes,ninh kiều,cần thơ,280494.0,29.2,8.0,0.27,9.606
5.85,52.0,4.0,3.0,3.0,6.0,4.0,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
18.6,65.0,5.0,5.0,6.0,4.0,4.0,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
11.5,52.0,4.0,5.0,7.0,3.0,4.5,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
20.5,70.0,4.0,6.0,7.0,6.0,5.5,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
17.9,50.0,4.0,5.0,4.0,6.0,4.0,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
7.7,82.0,4.0,4.0,3.0,8.0,6.2,yes,yes,vũng tàu,bà rịa vũng tàu,357124.0,150.4,17.0,0.11,2.374
11.5,84.0,5.0,6.0,4.0,8.0,5.0,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,0.67,21.196
8.35,41.5,5.0,4.0,4.0,4.5,4.0,yes,yes,thanh trì,hà nội,275745.0,63.5,16.0,0.25,4.342
3.2,20.0,3.0,3.0,4.0,2.0,3.0,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
5.19,88.0,4.0,5.0,4.0,7.0,4.3,yes,no,quận 12,hồ chí minh,620146.0,52.8,11.0,0.21,11.745
7.25,76.0,5.0,6.0,4.0,8.0,4.0,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
9.95,42.3,6.0,6.0,5.0,5.0,4.0,yes,yes,quận 10,hồ chí minh,234819.0,5.7,11.0,1.93,41.196
6.5,32.0,4.0,3.0,4.0,4.0,5.0,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,0.3,8.021
7.0,38.0,4.0,4.0,5.0,2.5,3.9,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,0.3,8.021
2.2,38.2,1.0,1.0,1.0,7.0,3.1,yes,yes,quận 11,hồ chí minh,209867.0,5.1,10.0,1.96,41.150
2.8,48.0,3.0,3.0,2.0,4.0,4.0,yes,yes,quận 5,hồ chí minh,159073.0,4.3,10.0,2.33,36.994
5.5,30.0,3.0,4.0,4.0,3.0,3.5,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
1.95,54.0,2.0,1.0,2.0,3.5,6.0,yes,yes,hóc môn,hồ chí minh,542243.0,109.2,12.0,0.11,4.966
13.88,65.0,4.0,4.0,6.0,3.0,4.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,0.99,32.255
1.99,25.0,2.0,2.0,2.0,4.0,4.0,yes,yes,tân phú,hồ chí minh,485348.0,16.1,11.0,0.68,30.146
6.2,61.0,3.0,2.0,2.0,6.0,3.7,yes,no,quận 8,hồ chí minh,424667.0,19.2,10.0,0.52,22.118
4.6,90.0,4.0,4.0,2.0,5.0,5.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
5.45,35.0,4.0,3.0,6.0,10.0,4.0,yes,yes,thanh trì,hà nội,275745.0,63.5,16.0,0.25,4.342
3.59,61.0,3.0,4.0,3.0,4.0,3.5,yes,yes,liên chiểu,đà nẵng,166832.0,80.9,5.0,0.06,2.060
10.6,61.0,4.0,2.0,2.0,6.0,4.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
4.8,84.0,2.0,2.0,1.0,5.0,5.0,yes,no,quận 12,hồ chí minh,620146.0,52.8,11.0,0.21,11.745
13.0,106.0,2.0,1.0,1.0,6.0,5.0,yes,no,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
7.0,36.0,3.0,4.0,5.0,3.0,3.5,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
12.2,121.0,4.0,4.0,3.0,5.0,6.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,0.61,34.360
7.5,72.0,2.0,2.0,2.0,7.0,4.5,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,0.61,34.360
9.55,54.0,5.0,5.0,5.0,5.0,4.0,yes,no,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
3.22,72.0,4.0,3.0,2.0,6.0,5.0,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
15.5,75.0,3.0,3.0,5.0,7.0,5.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
8.5,56.0,5.0,6.0,4.0,5.0,4.0,yes,yes,quận 8,hồ chí minh,424667.0,19.2,10.0,0.52,22.118
5.2,52.0,2.0,3.0,2.0,2.0,4.0,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,0.28,10.088
19.5,42.0,5.0,6.0,6.0,4.5,4.2,yes,no,ba đình,hà nội,221893.0,9.2,13.0,1.41,24.119
6.9,28.0,3.0,3.0,3.0,5.0,5.0,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
6.8,90.0,4.0,5.0,3.0,4.0,3.5,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,0.28,10.088
5.9,60.0,2.0,2.0,2.0,4.0,4.0,yes,no,tân bình,hồ chí minh,474792.0,22.4,15.0,0.67,21.196
8.3,84.0,4.0,4.0,2.0,7.0,5.1,yes,yes,tân phú,hồ chí minh,485348.0,16.1,11.0,0.68,30.146
9.7,60.0,3.0,3.0,3.0,6.0,3.8,yes,no,tân bình,hồ chí minh,474792.0,22.4,15.0,0.67,21.196
20.0,78.0,4.0,5.0,4.0,3.4,4.7,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,0.33,6.578
8.9,55.0,4.0,4.0,4.0,5.0,5.0,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,0.67,21.196
18.0,70.0,8.0,5.0,4.0,12.0,6.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
6.7,80.0,3.0,3.0,3.0,7.5,5.0,yes,yes,sơn trà,đà nẵng,157415.0,63.4,6.0,0.09,2.483
7.9,92.0,4.0,3.0,3.0,7.5,4.6,yes,yes,sơn trà,đà nẵng,157415.0,63.4,6.0,0.09,2.483
3.5,77.0,3.0,2.0,2.0,6.0,6.0,yes,yes,biên hòa,đồng nai,1055414.0,263.6,25.0,0.09,4.004
3.2,86.0,2.0,1.0,1.0,6.0,5.0,yes,no,phú xuyên,hà nội,213984.0,171.4,23.0,0.13,1.248
4.5,100.0,3.0,2.0,2.0,7.5,5.0,yes,no,ngũ hành sơn,đà nẵng,90352.0,40.2,4.0,0.1,2.248
9.5,40.0,4.0,4.0,6.0,3.0,3.6,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,1.41,24.119
9.5,40.0,4.0,5.0,6.0,2.6,3.6,yes,no,ba đình,hà nội,221893.0,9.2,13.0,1.41,24.119
4.6,30.0,3.0,4.0,5.0,4.0,3.5,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,0.31,8.364
2.79,83.8,4.0,2.0,2.0,6.0,5.0,yes,yes,tân uyên,bình dương,370512.0,191.8,12.0,0.06,1.932
5.5,42.5,4.0,4.0,5.0,2.0,5.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
9.5,54.0,4.0,3.0,4.0,6.0,3.4,yes,no,tân bình,hồ chí minh,474792.0,22.4,15.0,0.67,21.196
21.0,102.0,6.0,5.0,3.0,6.0,5.6,yes,no,thanh xuân,hà nội,293524.0,9.1,9.0,0.99,32.255
5.75,52.0,4.0,3.0,3.0,8.0,4.0,yes,no,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
3.65,32.0,4.0,3.0,4.0,2.0,3.4,yes,yes,hoài đức,hà nội,262978.0,85.0,20.0,0.24,3.094
8.65,57.0,7.0,7.0,5.0,2.0,3.9,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
5.2,64.0,4.0,5.0,3.0,7.0,4.0,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
6.59,37.9,4.0,4.0,4.0,3.9,4.39,yes,no,bắc từ liêm,hà nội,340605.0,45.2,13.0,0.29,7.529
13.2,55.0,3.0,3.0,4.0,8.0,5.5,yes,yes,bắc từ liêm,hà nội,340605.0,45.2,13.0,0.29,7.529
17.0,50.0,6.0,6.0,5.0,4.0,5.0,yes,yes,bắc từ liêm,hà nội,340605.0,45.2,13.0,0.29,7.529
5.18,38.0,4.0,3.0,4.0,2.0,4.2,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
4.19,47.0,3.0,2.0,2.0,6.0,4.0,yes,no,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
1.75,30.0,2.0,2.0,2.0,3.0,3.0,yes,no,hóc môn,hồ chí minh,542243.0,109.2,12.0,0.11,4.966
5.15,54.0,4.0,5.0,3.0,5.0,4.0,yes,yes,quận 12,hồ chí minh,620146.0,52.8,11.0,0.21,11.745
2.65,58.4,2.0,3.0,1.0,5.0,4.1,yes,yes,nha trang,khánh hòa,422601.0,254.3,22.0,0.09,1.660
9.3,65.0,6.0,7.0,5.0,5.0,4.8,yes,no,tân bình,hồ chí minh,474792.0,22.4,15.0,0.67,21.196
16.8,55.0,4.0,5.0,5.0,4.5,4.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
3.55,30.0,4.0,3.0,4.0,2.0,5.0,yes,yes,hoài đức,hà nội,262978.0,85.0,20.0,0.24,3.094
10.5,40.0,5.0,5.0,5.0,5.0,3.7,yes,yes,thanh trì,hà nội,275745.0,63.5,16.0,0.25,4.342
14.8,43.0,3.0,4.0,5.0,4.0,3.5,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
2.8,73.0,3.0,2.0,2.0,6.0,6.0,yes,no,biên hòa,đồng nai,1055414.0,263.6,25.0,0.09,4.004
6.0,60.0,4.0,3.0,3.0,4.0,4.0,yes,no,phú nhuận,hồ chí minh,163961.0,4.9,11.0,2.24,33.461
3.25,69.0,5.0,3.0,3.0,6.0,6.0,yes,no,biên hòa,đồng nai,1055414.0,263.6,25.0,0.09,4.004
13.0,48.0,5.0,5.0,7.0,2.0,4.8,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,0.33,6.578
10.7,61.0,3.0,4.0,5.0,5.0,4.5,no,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
25.3,88.0,5.0,5.0,8.0,5.0,5.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
7.2,43.0,3.0,5.0,6.0,2.6,5.1,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
24.3,92.0,5.0,6.0,8.0,5.0,5.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
9.8,50.0,5.0,5.0,6.0,8.0,4.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
7.25,35.0,4.0,4.0,5.0,3.5,3.3,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,0.31,8.364
5.5,90.0,5.0,4.0,3.0,8.0,4.5,yes,yes,dĩ an,bình dương,403760.0,60.1,7.0,0.12,6.718
10.3,69.0,4.0,4.0,5.0,4.0,4.5,yes,no,thanh trì,hà nội,275745.0,63.5,16.0,0.25,4.342
4.65,43.9,2.0,3.0,2.0,4.0,3.5,yes,yes,nhà bè,hồ chí minh,206837.0,100.4,7.0,0.07,2.060
11.0,51.0,3.0,4.0,5.0,4.0,5.0,yes,no,thanh xuân,hà nội,293524.0,9.1,9.0,0.99,32.255
16.0,84.0,5.0,4.0,4.0,12.0,4.2,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
7.9,57.0,2.0,2.0,3.0,1.5,5.6,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,1.41,24.119
1.55,71.6,3.0,2.0,2.0,5.0,6.0,yes,yes,diên khánh,khánh hòa,143211.0,337.6,17.0,0.05,424
4.15,50.0,2.0,2.0,2.0,11.0,4.53,no,yes,quận 12,hồ chí minh,620146.0,52.8,11.0,0.21,11.745
4.25,48.0,3.0,3.0,3.0,3.5,4.0,yes,yes,quận 12,hồ chí minh,620146.0,52.8,11.0,0.21,11.745
14.5,60.0,4.0,4.0,4.0,7.0,4.0,yes,yes,phú nhuận,hồ chí minh,163961.0,4.9,11.0,2.24,33.461
6.7,30.0,3.0,3.0,3.0,4.0,4.0,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,0.3,8.021
2.4,69.2,2.0,1.0,1.0,4.0,4.5,yes,yes,nha trang,khánh hòa,422601.0,254.3,22.0,0.09,1.660
6.3,31.0,3.0,4.0,5.0,2.0,5.0,yes,no,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
22.5,112.0,8.0,8.0,6.0,6.0,5.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
18.7,52.0,4.0,4.0,4.0,6.0,4.1,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
3.09,90.0,3.0,2.0,1.0,7.0,5.0,yes,no,biên hòa,đồng nai,1055414.0,263.6,25.0,0.09,4.004
5.9,50.0,5.0,4.0,5.0,11.0,4.0,yes,yes,hồng bàng,hải phòng,177820.0,39.7,10.0,0.25,4.471
7.0,32.0,5.0,4.0,4.0,5.0,3.0,yes,yes,quận 10,hồ chí minh,234819.0,5.7,11.0,1.93,41.196
3.35,26.0,2.0,2.0,2.0,3.0,3.44,yes,yes,quận 4,hồ chí minh,175329.0,4.2,10.0,2.38,41.745
5.6,59.0,3.0,3.0,3.0,6.0,4.0,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
5.5,100.0,2.0,2.0,1.0,5.0,4.0,yes,no,quận 12,hồ chí minh,620146.0,52.8,11.0,0.21,11.745
18.0,60.7,3.0,3.0,4.0,3.5,3.61,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,1.41,24.119
12.46,75.0,4.0,4.0,4.0,5.0,4.5,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
3.99,70.0,2.0,2.0,1.0,4.0,5.0,yes,yes,quận 12,hồ chí minh,620146.0,52.8,11.0,0.21,11.745
3.55,120.0,3.0,2.0,1.0,13.0,6.0,yes,yes,nha trang,khánh hòa,422601.0,254.3,22.0,0.09,1.660
7.7,36.0,3.0,4.0,5.0,4.0,3.5,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,0.31,8.364
3.9,102.0,4.0,3.0,2.0,5.0,6.0,yes,no,hóc môn,hồ chí minh,542243.0,109.2,12.0,0.11,4.966
1.28,53.1,2.0,1.0,1.0,4.4,6.01,yes,no,diên khánh,khánh hòa,143211.0,337.6,17.0,0.05,424
5.1,96.0,4.0,4.0,2.0,8.0,6.0,yes,yes,hóc môn,hồ chí minh,542243.0,109.2,12.0,0.11,4.966
4.64,125.0,5.0,5.0,1.0,10.0,5.0,yes,yes,hóc môn,hồ chí minh,542243.0,109.2,12.0,0.11,4.966
11.9,50.0,4.0,4.0,4.0,4.0,4.0,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,0.3,8.021
7.2,85.0,4.0,5.0,4.0,8.0,4.2,yes,yes,hải an,hải phòng,144256.0,97.6,8.0,0.08,1.477
7.6,54.1,3.0,1.0,3.0,3.0,4.0,yes,no,gò vấp,hồ chí minh,676899.0,19.7,12.0,0.61,34.360
8.5,51.0,4.0,4.0,3.0,3.0,6.0,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,0.31,8.364
18.6,50.0,4.0,5.0,7.0,3.0,4.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,0.99,32.255
6.7,30.0,2.0,4.0,5.0,3.0,4.5,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,1.41,24.119
8.2,68.0,4.0,3.0,3.0,8.0,4.0,yes,yes,quận 8,hồ chí minh,424667.0,19.2,10.0,0.52,22.118
18.8,57.0,4.0,4.0,5.0,10.0,4.0,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
11.94,52.0,5.0,4.0,4.0,6.0,4.0,yes,no,hà đông,hà nội,397854.0,49.6,15.0,0.3,8.021
6.95,40.0,5.0,4.0,5.0,2.0,4.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
4.3,36.0,2.0,2.0,2.0,2.5,3.6,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,0.28,10.088
3.5,45.0,3.0,3.0,3.0,5.0,4.0,yes,yes,chương mỹ,hà nội,337326.0,237.4,30.0,0.13,1.421
2.42,73.4,2.0,2.0,1.0,3.0,4.6,yes,yes,nha trang,khánh hòa,422601.0,254.3,22.0,0.09,1.660
6.5,44.0,4.0,4.0,3.0,6.0,4.0,yes,yes,quận 6,hồ chí minh,233561.0,7.2,10.0,1.39,32.439
5.3,38.0,4.0,3.0,4.0,3.0,3.5,yes,no,bắc từ liêm,hà nội,340605.0,45.2,13.0,0.29,7.529
11.0,55.0,4.0,3.0,3.0,2.0,6.0,yes,no,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
4.6,30.0,4.0,4.0,5.0,3.0,4.0,yes,yes,thanh trì,hà nội,275745.0,63.5,16.0,0.25,4.342
12.8,66.0,6.0,4.0,4.0,4.0,5.5,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
4.8,38.0,3.0,3.0,5.0,3.0,4.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
21.0,55.0,4.0,5.0,5.0,6.0,4.6,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
18.0,50.0,4.0,4.0,5.0,6.0,4.0,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
10.0,64.0,4.0,5.0,3.0,12.0,4.0,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
6.9,76.0,4.0,5.0,4.0,12.0,6.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
3.6,120.0,3.0,2.0,1.0,13.0,6.0,yes,yes,nha trang,khánh hòa,422601.0,254.3,22.0,0.09,1.660
5.2,50.0,3.0,4.0,3.0,5.0,5.0,yes,no,ngũ hành sơn,đà nẵng,90352.0,40.2,4.0,0.1,2.248
5.5,32.0,3.0,4.0,5.0,5.0,5.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
3.4,53.0,2.0,2.0,2.0,10.0,4.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
4.0,63.0,3.0,2.0,1.0,3.0,5.0,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
3.99,39.0,2.0,2.0,2.0,3.0,3.0,yes,yes,quận 6,hồ chí minh,233561.0,7.2,10.0,1.39,32.439
5.69,32.0,3.0,4.0,4.0,3.0,3.0,yes,yes,phú nhuận,hồ chí minh,163961.0,4.9,11.0,2.24,33.461
4.2,42.0,4.0,3.0,3.0,6.0,4.0,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
5.95,57.9,3.0,4.0,3.0,5.0,4.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
4.2,54.0,2.0,2.0,1.0,5.0,4.0,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
22.3,52.0,7.0,5.0,6.0,4.5,4.2,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,1.41,24.119
8.0,38.0,5.0,6.0,5.0,6.0,4.0,yes,no,bắc từ liêm,hà nội,340605.0,45.2,13.0,0.29,7.529
4.95,62.4,3.0,4.0,3.0,10.0,5.0,yes,no,dĩ an,bình dương,403760.0,60.1,7.0,0.12,6.718
19.0,110.0,4.0,4.0,4.0,12.0,5.0,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
5.7,78.0,4.0,3.0,2.0,4.0,4.8,yes,no,quận 7,hồ chí minh,360155.0,35.7,10.0,0.28,10.088
5.4,85.0,2.0,2.0,1.0,3.0,5.0,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
6.69,65.0,4.0,3.0,3.0,8.0,4.6,yes,no,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
6.1,30.0,3.0,4.0,5.0,3.0,3.5,yes,yes,hoàn kiếm,hà nội,135618.0,5.3,18.0,3.4,25.588
21.9,85.0,6.0,8.0,5.0,6.0,3.6,yes,yes,quận 1,hồ chí minh,142625.0,7.7,10.0,1.3,18.523
4.45,19.0,2.0,3.0,4.0,1.0,4.3,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
5.1,60.0,2.0,1.0,1.0,3.0,6.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
10.2,74.0,3.0,4.0,4.0,12.0,4.0,no,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
7.1,85.0,5.0,6.0,4.0,6.0,5.0,yes,no,quận 12,hồ chí minh,620146.0,52.8,11.0,0.21,11.745
8.6,52.0,4.0,5.0,6.0,5.0,4.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
15.5,86.0,4.0,4.0,4.0,7.0,4.5,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,0.67,21.196
4.5,33.0,3.0,3.0,5.0,3.0,3.5,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
4.9,121.0,7.0,6.0,2.0,6.0,5.0,yes,no,ninh kiều,cần thơ,280494.0,29.2,8.0,0.27,9.606
13.0,78.0,4.0,6.0,3.0,6.0,4.2,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,0.28,10.088
20.0,55.0,6.0,6.0,7.0,10.0,5.0,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,0.33,6.578
1.9,45.0,2.0,2.0,2.0,2.5,4.0,yes,yes,bình chánh,hồ chí minh,705508.0,252.7,16.0,0.06,2.792
12.5,90.0,3.0,3.0,2.0,10.0,6.0,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,0.28,10.088
12.9,50.0,2.0,3.0,2.0,5.0,3.8,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
2.5,44.0,3.0,2.0,2.0,8.0,4.0,no,yes,nha trang,khánh hòa,422601.0,254.3,22.0,0.09,1.660
2.3,80.0,2.0,2.0,2.0,4.0,4.0,yes,yes,nha trang,khánh hòa,422601.0,254.3,22.0,0.09,1.660
6.25,35.0,3.0,4.0,5.0,2.0,4.2,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
2.8,84.0,4.0,4.0,2.0,4.0,6.0,yes,no,nha trang,khánh hòa,422601.0,254.3,22.0,0.09,1.660
2.5,86.0,3.0,3.0,2.0,4.0,6.0,yes,yes,nha trang,khánh hòa,422601.0,254.3,22.0,0.09,1.660
6.8,35.0,3.0,4.0,5.0,2.5,4.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
2.25,100.0,5.0,5.0,2.0,5.0,4.45,yes,no,dĩ an,bình dương,403760.0,60.1,7.0,0.12,6.718
4.8,40.0,2.0,2.0,2.0,4.0,4.0,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,0.28,10.088
6.85,37.0,3.0,3.0,4.0,5.0,5.2,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
4.5,65.0,2.0,2.0,3.0,6.0,5.7,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
6.6,80.0,2.0,2.0,1.0,8.0,4.0,yes,no,tân phú,hồ chí minh,485348.0,16.1,11.0,0.68,30.146
5.8,48.0,4.0,2.0,2.0,3.5,4.0,no,yes,quận 11,hồ chí minh,209867.0,5.1,10.0,1.96,41.150
8.2,97.5,4.0,4.0,3.0,4.0,5.0,yes,yes,tân phú,hồ chí minh,485348.0,16.1,11.0,0.68,30.146
5.7,70.0,2.0,2.0,2.0,4.0,5.7,yes,no,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
6.6,60.75,4.0,4.0,5.0,5.0,4.5,yes,yes,quận 11,hồ chí minh,209867.0,5.1,10.0,1.96,41.150
8.6,45.0,4.0,6.0,7.0,5.0,3.8,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,0.31,8.364
3.75,74.0,2.0,2.0,1.0,4.0,6.0,yes,no,dĩ an,bình dương,403760.0,60.1,7.0,0.12,6.718
9.2,41.0,4.0,3.0,4.0,6.0,3.6,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
9.3,57.0,4.0,3.0,4.0,2.5,3.6,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
6.5,35.0,4.0,4.0,4.0,3.0,3.5,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
5.38,24.0,3.0,4.0,4.0,5.0,3.5,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
